,0,1,2,3,4,5,6,7,8,9
0,0.7144685705223079,0.03525641025641025,0.0003551534015747456,0.7073032232678724,794.8598513437719,0.43333333333333335,2.3333333333333335,2.0,369.0,0.0
1,0.6132449093310054,0.04349816849816849,0.0006220057849661923,0.5666965662409665,528.5858116475176,1.0,5.0,0.0,180.0,0.0
2,0.7064146272544106,0.036630036630036625,0.0005361267054550216,0.6946035528395971,701.9388288517857,0.25,4.583333333333333,2.0,324.0,0.0
3,0.7392966835857148,0.031135531135531126,0.0005052720577333401,0.7139856135994264,819.7426311381371,0.2909090909090909,5.283333333333332,3.0,354.0,0.0
4,0.7440654651015111,0.030677655677655676,0.0005339650859112249,0.7473349693325259,764.938688518764,0.3333333333333333,6.0,2.0,382.0,0.0
5,0.7124318892316651,0.03571428571428571,0.00039540119956539023,0.675976544328554,824.9160581445589,0.4797979797979798,6.833333333333333,3.0,318.0,0.0
6,0.7529957038636829,0.028846153846153837,0.0003873176143922237,0.7465653156478719,988.02792789908,0.25,3.333333333333333,4.0,384.0,0.0
7,0.6406279313344773,0.039835164835164825,0.0005509788976984721,0.6821768309600128,645.3282278759452,0.3333333333333333,4.333333333333334,0.0,295.0,0.0
8,0.6428779203989288,0.03754578754578754,0.000494567918995448,0.5892680183690905,643.9921628916273,0.3333333333333333,2.3333333333333335,0.0,168.0,0.0
9,0.7319164388243337,0.03205128205128205,0.0003138526064481233,0.704089519962648,902.2390554096121,0.3333333333333333,3.833333333333333,2.0,359.0,0.0
10,0.6454691223435335,0.03525641025641025,0.0002742602309419791,0.6464131070515561,702.5210697045937,0.8333333333333333,5.0,0.0,183.0,0.0
11,0.6449954447955185,0.04945054945054944,0.0009085590709777106,0.5590545388745843,555.9742240268478,1.5,3.0,2.0,132.0,0.0
12,0.711663192598307,0.03571428571428571,0.0004019720949839271,0.6573155040763167,729.6656223937488,0.1111111111111111,2.111111111111111,3.0,247.0,0.0
13,0.7029276359666674,0.037545787545787544,0.0007016578427675521,0.6560138284689616,680.575137185701,0.125,3.625,2.0,347.0,0.0
14,0.7026411377948308,0.038003663003662994,0.00040936679985556507,0.6893732833721427,744.1456577444613,0.16666666666666666,3.416666666666667,3.0,271.0,0.0
15,0.5843950778125582,0.06701631701631701,0.000616861945709306,0.35418758617630025,400.662540383593,0.25,0.75,2.0,80.0,0.0
16,0.6300330756392425,0.039835164835164825,0.0011925898222425538,0.6817749501642301,633.5296313052625,0.5,5.500000000000001,0.0,304.0,0.0
17,0.7413598269635421,0.03379953379953381,0.0007968254817416746,0.7193260678056137,743.2663032566186,0.42500000000000004,3.2,3.0,312.0,0.0
18,0.7104470177225596,0.036630036630036625,0.0005994264674940907,0.6534608265641736,730.7035894994473,0.1111111111111111,4.0,2.0,248.0,0.0
19,0.6425980799018173,0.03571428571428571,0.00047884833836240416,0.607597408035608,736.1333131534939,0.5833333333333333,5.0,0.0,230.0,0.0
20,0.7459181359944296,0.030219780219780217,0.0006490823521926181,0.7136278960084688,840.1095306370147,0.3333333333333333,5.041666666666666,4.0,366.0,0.0
21,0.6711324803133929,0.04624542124542124,0.0005661247772524548,0.6711454422295774,744.2569525261188,0.625,4.75,1.0,239.0,0.0
22,0.688226449480007,0.03937728937728936,0.0005000237104557353,0.617275810334276,669.5401690201079,0.3333333333333333,1.9999999999999998,2.0,236.0,0.0
23,0.7153621855440742,0.03479853479853479,0.0005433095787738561,0.6714367037451364,817.9052610799571,0.45,5.083333333333333,2.0,320.0,0.0
24,0.7036190119802159,0.04370629370629371,0.001083498462873588,0.7025613396087149,668.8956424381123,0.4777777777777778,4.533333333333333,1.0,249.0,0.0
25,0.7248626948872607,0.033424908424908424,0.0003837925468561982,0.7018817043717764,844.5180508276852,0.6444444444444444,4.533333333333333,3.0,287.0,0.0
26,0.6964556861627125,0.04075091575091575,0.0006976589055038763,0.6520865872731881,788.4332726338465,0.5833333333333333,4.750000000000001,1.0,283.0,0.0
27,0.6594565657203872,0.03296703296703297,0.0006274128937212358,0.6589761792660541,717.3006789983775,0.3333333333333333,4.0,0.0,238.0,0.0
28,0.6770406588186332,0.03205128205128205,0.0005234542067431666,0.673151187117425,715.7555214254498,0.25,2.25,0.0,236.0,0.0
29,0.6942935507536346,0.04075091575091576,0.0007421649169942369,0.6586197138666724,760.5336770277976,0.35,4.916666666666667,1.0,312.0,0.0
30,0.7071257667826856,0.037545787545787544,0.0004945491436751648,0.7638653382597861,758.5014571465734,0.3333333333333333,6.500000000000001,1.0,329.0,0.0
31,0.5777675104093192,0.06318681318681318,0.0010394309929217754,0.49681892915966247,478.87185820715223,1.0,2.5,1.0,109.0,0.0
32,0.6799996021800533,0.04212454212454212,0.0006612651163358189,0.6146639694104613,786.8858661564566,1.0,4.0,2.0,207.0,0.0
33,0.6929500947109305,0.03937728937728937,0.0006145292377690248,0.6927213250888097,718.0392252782337,0.3333333333333333,4.533333333333333,1.0,336.0,0.0
34,0.7068289054782436,0.02793040293040292,0.0005298913274922436,0.7154931688878408,785.469292300578,0.37202380952380953,5.142857142857143,0.0,347.0,0.0
35,0.7207116794086055,0.035256410256410256,0.0005581538196710338,0.7361167026474771,735.1033289724177,0.5,6.000000000000001,1.0,302.0,0.0
36,0.7061982301068267,0.03708791208791208,0.0007599377007004521,0.7186092652602258,775.8647715008791,0.5,3.45,3.0,293.0,0.0
37,0.6946853039461398,0.03937728937728938,0.0007050363221880797,0.7417498453102656,736.6572248600493,0.4444444444444444,2.666666666666667,2.0,275.0,0.0
